PartnerGroup,SiteID,SiteName,Latitude,Longitude,ElevationMeters,State,SpeciesID,Genus,Species,SpeciesDesc,Kingdom,SpeciesType,SpeciesCategory,USDASymbol,ITISNumber,PhenophaseID,PhenophaseCategory,PhenophaseDesc,First_Yes_Sample_Size,First_Yes_Year,FirstYes,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,NumLastNo,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Last_Yes_Year,LastYes,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,NumFirstNo,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,471,Leaves,Falling leaves,1,2017,324,2458078,-9999,-9999,324,324,324,2,-9999,-9999,1,2017,324,2458078,-9999,-9999,324,324,324,30,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,483,Leaves,Leaves,1,2017,355,2458109,-9999,-9999,355,355,355,1,-9999,-9999,1,2017,324,2458078,-9999,-9999,324,324,324,30,-9999,-9999,1,'141901',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,498,Leaves,Colored leaves,1,2017,355,2458109,-9999,-9999,355,355,355,1,-9999,-9999,1,2017,324,2458078,-9999,-9999,324,324,324,30,-9999,-9999,1,'141901',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,471,Leaves,Falling leaves,1,2017,324,2458078,-9999,-9999,324,324,324,2,-9999,-9999,1,2017,324,2458078,-9999,-9999,324,324,324,30,-9999,-9999,1,'141899',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,483,Leaves,Leaves,1,2017,355,2458109,-9999,-9999,355,355,355,1,-9999,-9999,1,2017,324,2458078,-9999,-9999,324,324,324,30,-9999,-9999,1,'141899',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,498,Leaves,Colored leaves,1,2017,322,2458076,-9999,-9999,322,322,322,16,-9999,-9999,1,2017,324,2458078,-9999,-9999,324,324,324,30,-9999,-9999,1,'141899',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,498,Leaves,Colored leaves,1,2017,323,2458077,-9999,-9999,323,323,323,25,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141908',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,501,Flowers,Open flowers,1,2017,298,2458052,-9999,-9999,298,298,298,11,-9999,-9999,1,2017,298,2458052,-9999,-9999,298,298,298,25,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,504,Fruits,Recent fruit or seed drop,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,1,2017,259,2458013,-9999,-9999,259,259,259,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,467,Leaves,Increasing leaf size,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,471,Leaves,Falling leaves,1,2017,298,2458052,-9999,-9999,298,298,298,11,-9999,-9999,1,2017,259,2458013,-9999,-9999,259,259,259,28,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,471,Leaves,Falling leaves,1,2017,323,2458077,-9999,-9999,323,323,323,25,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141904',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,504,Fruits,Recent fruit or seed drop,1,2017,341,2458095,-9999,-9999,341,341,341,18,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,392,Seed cones,Unripe seed cones,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,323,2458077,-9999,-9999,323,323,323,18,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,393,Seed cones,Ripe seed cones,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,487,Needles,Needles (deciduous),1,2017,323,2458077,-9999,-9999,323,323,323,25,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141913',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,490,Pollen cones,Pollen cones (conifers),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,471,Leaves,Falling leaves,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,1,2017,298,2458052,-9999,-9999,298,298,298,25,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,504,Fruits,Recent fruit or seed drop,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,1,2017,323,2458077,-9999,-9999,323,323,323,18,-9999,-9999,1,'141907',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,390,Fruits,Ripe fruits,1,2017,287,2458041,-9999,-9999,287,287,287,28,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,467,Leaves,Increasing leaf size,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,245,2457999,-9999,-9999,245,245,245,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,471,Leaves,Falling leaves,1,2017,298,2458052,-9999,-9999,298,298,298,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,259,2458013,-9999,-9999,259,259,259,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,253,2458007,-9999,-9999,253,253,253,6,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,516,Fruits,Fruits,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,1,2017,259,2458013,-9999,-9999,259,259,259,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,390,Fruits,Ripe fruits,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,484,Leaves,Young leaves (tree/shrub),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,812,Callicarpa,americana,American beautyberry,Plantae,Deciduous broadleaf,Ornamental,CAAM2,32144,390,Fruits,Ripe fruits,1,2017,259,2458013,-9999,-9999,259,259,259,6,-9999,-9999,1,2017,245,2457999,-9999,-9999,245,245,245,8,-9999,-9999,1,'141906',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,812,Callicarpa,americana,American beautyberry,Plantae,Deciduous broadleaf,Ornamental,CAAM2,32144,504,Fruits,Recent fruit or seed drop,1,2017,341,2458095,-9999,-9999,341,341,341,18,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141906',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,390,Fruits,Ripe fruits,1,2017,287,2458041,-9999,-9999,287,287,287,28,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141903',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,467,Leaves,Increasing leaf size,1,2017,287,2458041,-9999,-9999,287,287,287,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,471,Leaves,Falling leaves,1,2017,253,2458007,-9999,-9999,253,253,253,8,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141903',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,498,Leaves,Colored leaves,1,2017,253,2458007,-9999,-9999,253,253,253,8,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141903',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,504,Fruits,Recent fruit or seed drop,1,2017,323,2458077,-9999,-9999,323,323,323,25,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141903',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,885,Gleditsia,triacanthos,honeylocust,Plantae,Deciduous broadleaf,Ornamental,GLTR,26714,516,Fruits,Fruits,1,2017,287,2458041,-9999,-9999,287,287,287,28,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141903',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,390,Fruits,Ripe fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,259,2458013,-9999,-9999,259,259,259,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,516,Fruits,Fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,259,2458013,-9999,-9999,259,259,259,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,390,Fruits,Ripe fruits,1,2017,323,2458077,-9999,-9999,323,323,323,25,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,471,Leaves,Falling leaves,1,2017,341,2458095,-9999,-9999,341,341,341,18,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141909',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,498,Leaves,Colored leaves,1,2017,341,2458095,-9999,-9999,341,341,341,18,-9999,-9999,1,2017,287,2458041,-9999,-9999,287,287,287,11,-9999,-9999,1,'141909',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,500,Flowers,Flowers or flower buds,1,2017,298,2458052,-9999,-9999,298,298,298,11,-9999,-9999,1,2017,298,2458052,-9999,-9999,298,298,298,25,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,516,Fruits,Fruits,1,2017,298,2458052,-9999,-9999,298,298,298,11,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,371,Leaves,Breaking leaf buds,1,2017,345,2458099,-9999,-9999,345,345,345,16,-9999,-9999,1,2017,345,2458099,-9999,-9999,345,345,345,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,467,Leaves,Increasing leaf size,1,2017,355,2458109,-9999,-9999,355,355,355,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,504,Fruits,Recent fruit or seed drop,1,2017,325,2458079,-9999,-9999,325,325,325,24,-9999,-9999,1,2017,325,2458079,-9999,-9999,325,325,325,4,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,516,Fruits,Fruits,1,2017,310,2458064,-9999,-9999,310,310,310,9,-9999,-9999,1,2017,310,2458064,-9999,-9999,310,310,310,12,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,467,Leaves,Increasing leaf size,1,2017,322,2458076,-9999,-9999,322,322,322,26,-9999,-9999,1,2017,322,2458076,-9999,-9999,322,322,322,3,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,471,Leaves,Falling leaves,1,2017,325,2458079,-9999,-9999,325,325,325,3,-9999,-9999,1,2017,329,2458083,-9999,-9999,329,329,329,16,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,329,2458083,-9999,-9999,329,329,329,16,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,498,Leaves,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,329,2458083,-9999,-9999,329,329,329,16,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,201,Cephalanthus,occidentalis,common buttonbush,Plantae,Deciduous broadleaf,Ornamental,CEOC2,34786,504,Fruits,Recent fruit or seed drop,1,2017,322,2458076,-9999,-9999,322,322,322,12,-9999,-9999,1,2017,325,2458079,-9999,-9999,325,325,325,4,-9999,-9999,1,'141920',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,392,Seed cones,Unripe seed cones,1,2017,329,2458083,-9999,-9999,329,329,329,4,-9999,-9999,1,2017,329,2458083,-9999,-9999,329,329,329,16,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,490,Pollen cones,Pollen cones (conifers),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,296,2458050,-9999,-9999,296,296,296,5,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,491,Seed cones,Recent cone or seed drop,1,2017,325,2458079,-9999,-9999,325,325,325,3,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,495,Pollen cones,Open pollen cones (conifers),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,296,2458050,-9999,-9999,296,296,296,5,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,390,Fruits,Ripe fruits,1,2017,329,2458083,-9999,-9999,329,329,329,4,-9999,-9999,1,2017,301,2458055,-9999,-9999,301,301,301,9,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,471,Leaves,Falling leaves,1,2017,355,2458109,-9999,-9999,355,355,355,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,484,Leaves,Young leaves (tree/shrub),1,2017,355,2458109,-9999,-9999,355,355,355,30,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,498,Leaves,Colored leaves,1,2017,310,2458064,-9999,-9999,310,310,310,9,-9999,-9999,1,2017,322,2458076,-9999,-9999,322,322,322,3,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,516,Fruits,Fruits,1,2017,329,2458083,-9999,-9999,329,329,329,4,-9999,-9999,1,2017,301,2458055,-9999,-9999,301,301,301,9,-9999,-9999,1,'141916',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,390,Fruits,Ripe fruits,1,2017,325,2458079,-9999,-9999,325,325,325,3,-9999,-9999,1,2017,325,2458079,-9999,-9999,325,325,325,4,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,471,Leaves,Falling leaves,1,2017,301,2458055,-9999,-9999,301,301,301,5,-9999,-9999,1,2017,329,2458083,-9999,-9999,329,329,329,16,-9999,-9999,1,'141921',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2017,345,2458099,-9999,-9999,345,345,345,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,498,Leaves,Colored leaves,1,2017,301,2458055,-9999,-9999,301,301,301,5,-9999,-9999,1,2017,345,2458099,-9999,-9999,345,345,345,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,1,2017,325,2458079,-9999,-9999,325,325,325,3,-9999,-9999,1,2017,325,2458079,-9999,-9999,325,325,325,4,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27477,Bayou Coquille Trail,29.793816,-90.122452,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,504,Fruits,Recent fruit or seed drop,1,2017,325,2458079,-9999,-9999,325,325,325,3,-9999,-9999,1,2017,325,2458079,-9999,-9999,325,325,325,4,-9999,-9999,0,'',-9999,''
